Time, Temp C, Humidity %
03-18 00:33,13,19
03-18 00:43,15,20
03-18 00:53,12,23
03-18 01:03,13,20
03-18 01:13,12,20
03-18 01:23,14,20
03-18 01:33,14,20
03-18 01:43,14,21
03-18 01:53,12,20
03-18 02:03,13,21
03-18 02:13,14,20
03-18 02:23,14,20
03-18 02:33,12,20
03-18 02:43,11,19
03-18 02:53,13,21
03-18 03:03,13,19
03-18 03:13,13,19
03-18 03:23,13,21
03-18 03:33,13,21
03-18 03:43,13,20
03-18 03:53,13,20
03-18 04:03,13,20
03-18 04:13,13,20
03-18 04:23,12,20
03-18 04:33,12,19
03-18 04:43,12,21
03-18 04:53,12,20
03-18 05:03,12,19
03-18 05:13,14,22
03-18 05:23,11,22
03-18 05:33,11,21
03-18 05:43,11,22
03-18 05:53,12,24
03-18 06:03,12,20
03-18 06:13,11,20
03-18 06:23,13,20
03-18 06:33,11,21
03-18 06:43,11,20
03-18 06:53,12,21
03-18 07:03,11,20
03-18 07:13,12,20
03-18 07:23,13,20
03-18 07:33,12,21
03-18 07:43,11,20
03-18 07:53,12,20
03-18 08:03,13,28
03-18 08:13,15,25
03-18 08:23,16,24
03-18 08:33,18,24
03-18 08:43,18,23
03-18 08:53,19,21
03-18 09:03,18,20
03-18 09:13,16,22
03-18 09:23,18,22
03-18 09:33,21,24
03-18 09:43,22,22
03-18 09:53,23,22
03-18 10:03,25,22
03-18 10:14,26,22
03-18 12:01,27,20
03-19 12:00,24,20
03-19 12:10,25,20
03-19 12:20,24,21
03-19 12:30,24,19
03-19 12:40,23,20
03-19 12:50,24,19
03-19 13:00,25,19
03-19 13:10,24,19
03-19 13:21,23,19
03-19 13:21,23,20
03-19 13:21,23,21
03-19 13:21,23,20
03-19 13:21,23,19
03-19 13:31,24,20
03-19 13:41,22,20
03-19 13:56,22,20
03-19 13:56,23,22
03-19 13:56,25,20
03-19 13:56,22,20
03-19 13:56,23,20
03-19 13:56,23,20
03-19 13:57,22,19
03-19 13:57,23,20
03-19 13:57,25,21
03-19 13:57,22,20
03-19 13:57,22,20
03-19 13:57,25,20
03-19 13:57,23,20
03-19 13:57,24,20
03-19 13:57,22,21
03-19 13:57,24,19
03-19 13:57,25,20
03-19 13:57,24,20
03-19 13:58,24,20
03-19 13:58,22,20
03-19 13:58,23,20
03-19 13:58,22,20
03-19 13:58,23,19
03-19 13:58,23,20
03-19 13:58,23,20
03-19 13:58,23,20
03-19 13:58,23,20
03-19 13:58,25,20
03-19 13:58,23,20
03-19 13:58,23,20
03-19 13:58,25,20
03-19 13:59,23,20
03-19 13:59,22,20
03-19 13:59,22,20
03-19 13:59,24,20
03-19 13:59,22,20
03-19 13:59,23,20
03-19 13:59,23,20
03-19 13:59,23,18
03-19 13:59,23,20
03-19 13:59,23,20
03-19 13:59,23,20
03-19 14:09,23,20
03-19 14:19,23,20
03-19 14:29,23,20
03-19 14:39,23,20
03-19 14:49,23,20
03-19 15:00,23,20
03-19 15:10,22,20
03-19 15:20,23,19
03-19 15:30,22,19
03-19 15:40,21,20
03-19 15:50,20,19
03-19 16:00,22,19
03-19 16:10,20,18
03-19 16:20,19,19
03-19 16:30,18,19
03-19 16:40,20,19
03-19 16:50,18,19
03-19 17:00,18,21
03-19 17:10,18,19
03-19 17:20,17,19
03-19 17:30,18,19
03-19 17:40,15,19
03-19 17:50,16,20
03-19 18:00,15,19
03-19 18:10,14,19
03-19 18:20,15,19
03-19 18:30,15,20
03-19 18:40,16,21
03-19 18:50,15,20
03-19 19:00,15,20
03-19 19:10,15,21
03-19 19:20,14,21
03-19 19:30,15,20
03-19 19:40,12,20
03-19 19:50,14,21
03-19 20:00,15,21
03-19 20:10,14,19
03-19 20:20,12,22
03-19 20:30,13,20
03-19 20:40,13,21
03-19 20:50,12,22
03-19 21:00,12,20
03-19 21:10,11,21
03-19 21:20,11,22
03-19 21:30,10,22
03-19 21:40,12,21
03-19 21:50,10,22
03-19 22:00,11,21
03-19 22:10,11,21
03-19 22:20,11,21
03-19 22:30,10,20
03-19 22:40,10,21
03-19 22:50,11,21
03-19 23:00,9,21
03-19 23:10,10,21
03-19 23:20,10,22
03-19 23:30,8,21
03-19 23:40,10,20
03-19 23:50,9,21
03-20 00:00,9,20
03-20 00:10,9,21
03-20 00:20,7,20
03-20 00:30,9,21
03-20 00:40,9,21
03-20 00:50,9,20
03-20 01:00,8,22
03-20 01:10,9,20
03-20 01:20,9,21
03-20 01:30,8,20
03-20 01:40,9,21
03-20 01:50,9,21
03-20 02:00,9,22
03-20 02:10,8,20
03-20 02:20,8,21
03-20 02:30,9,22
03-20 02:40,9,21
03-20 02:50,8,22
03-20 03:00,8,19
03-20 03:10,9,22
03-20 03:20,8,24
03-20 03:30,8,23
03-20 03:40,8,21
03-20 03:50,8,24
03-20 04:00,7,23
03-20 04:10,9,22
03-20 04:20,8,21
03-20 04:30,9,21
03-20 04:40,8,22
03-20 04:50,8,21
03-20 05:00,8,23
03-20 05:10,9,23
03-20 05:20,9,24
03-20 05:30,9,21
03-20 05:40,9,21
03-20 05:50,9,22
03-20 06:00,9,22
03-20 06:10,9,22
03-20 06:20,10,22
03-20 06:30,10,23
03-20 06:40,10,22
03-20 06:50,10,21
03-20 07:00,8,22
03-20 07:10,10,22
03-20 07:20,11,22
03-20 07:30,11,23
03-20 07:40,11,24
03-20 07:50,10,22
03-20 08:00,10,22
03-20 08:10,10,22
03-20 08:20,11,22
03-20 08:30,9,23
03-20 08:40,10,22
03-20 08:50,12,22
03-20 09:00,11,22
03-20 09:10,11,22
03-20 09:20,12,26
03-20 09:30,10,25
03-20 09:40,12,24
03-20 09:50,12,23
03-20 10:00,12,22
03-20 10:10,13,26
03-20 10:20,13,25
03-20 10:30,12,23
03-20 10:40,12,24
03-20 10:50,12,25
03-20 11:00,13,23
03-20 11:10,13,25
03-20 11:20,15,24
03-20 11:30,14,24
03-20 11:40,14,23
03-20 11:50,15,25
03-20 12:00,12,23
03-20 12:10,13,22
03-20 12:20,15,23
03-20 12:30,15,26
03-20 12:40,16,24
03-20 12:50,14,23
03-20 13:00,15,25
03-20 13:10,14,25
03-20 13:20,17,24
03-20 13:30,15,23
03-20 13:40,16,23
03-20 13:50,16,23
03-20 14:00,14,23
03-20 14:10,17,22
03-20 14:20,15,22
03-20 14:30,15,22
03-20 14:40,15,21
03-20 14:50,15,22
03-20 15:00,15,22
03-20 15:10,16,21
03-20 15:20,14,23
03-20 15:30,14,22
03-20 15:40,16,21
03-20 15:50,14,21
03-20 16:00,13,21
03-20 16:10,15,24
03-20 16:20,14,23
03-20 16:30,14,22
03-20 16:40,13,22
03-20 16:50,13,25
03-20 17:00,13,23
03-20 17:10,15,20
03-20 17:20,14,24
03-20 17:30,13,24
03-20 17:40,14,23
03-20 17:50,13,22
03-20 18:00,13,25
03-20 18:10,12,23
03-20 18:20,12,22
03-20 18:30,12,24
03-20 18:40,11,24
03-20 18:50,13,23
03-20 19:00,13,22
03-20 19:10,12,25
03-20 19:20,12,24
03-20 19:30,12,25
03-20 19:40,11,25
03-20 19:50,11,25
03-20 20:00,10,25
03-20 20:10,10,25
03-20 20:20,10,23
03-20 20:30,10,24
03-20 20:40,10,23
03-20 20:50,12,22
03-20 21:00,10,23
03-20 21:10,11,23
03-20 21:20,12,22
03-20 21:30,9,22
03-20 21:40,9,22
03-20 21:50,11,23
03-20 22:00,9,22
03-20 22:10,9,22
03-20 22:20,11,23
03-20 22:30,11,22
03-20 22:40,10,22
03-20 22:50,10,22
03-20 23:00,10,22
03-20 23:10,10,22
03-20 23:20,10,23
03-20 23:30,10,22
03-20 23:40,10,23
03-20 23:50,10,23
03-21 00:00,10,22
03-21 00:10,9,23
03-21 00:20,10,21
03-21 00:30,9,23
03-21 00:40,11,23
03-21 00:50,10,23
03-21 01:00,9,23
03-21 01:10,9,20
03-21 01:20,11,25
03-21 01:30,11,22
03-21 01:40,9,25
03-21 01:51,10,23
03-21 02:01,10,24
03-21 02:11,10,24
03-21 02:21,10,24
03-21 02:31,10,24
03-21 02:41,10,24
03-21 02:51,10,23
03-21 03:01,8,24
03-21 03:11,8,23
03-21 03:21,8,22
03-21 03:31,10,22
03-21 03:41,10,23
03-21 03:51,10,23
03-21 04:01,10,23
03-21 04:11,10,23
03-21 04:21,10,23
03-21 04:31,10,23
03-21 04:41,10,23
03-21 04:51,10,22
03-21 05:01,8,23
03-21 05:11,10,22
03-21 05:21,8,24
03-21 05:31,10,24
03-21 05:41,10,23
03-21 05:51,8,22
03-21 06:01,10,22
03-21 06:11,8,22
03-21 06:21,10,22
03-21 06:31,8,22
03-21 06:41,10,22
03-21 06:51,10,24
03-21 07:01,8,23
03-21 07:11,10,20
03-21 07:21,8,23
03-21 07:31,9,22
03-21 07:41,9,25
03-21 07:51,9,23
03-21 08:01,10,23
03-21 08:11,11,27
03-21 08:21,13,23
03-21 08:31,13,24
03-21 08:41,13,25
03-21 08:51,14,25
03-21 09:01,13,24
03-21 09:11,13,24
03-21 09:21,13,27
03-21 09:31,15,24
03-21 09:41,15,23
03-21 09:51,15,25
03-21 10:01,16,23
03-21 10:11,17,22
03-21 10:21,18,25
03-21 10:31,18,24
03-21 10:41,17,24
03-21 10:51,16,23
03-21 11:01,19,23
03-21 11:11,15,22
03-21 11:21,18,23
03-21 11:31,18,22
03-21 11:41,18,22
03-21 12:00,19,22
03-22 12:00,27,21
03-22 12:10,25,20
03-22 12:20,24,20
03-22 12:30,24,19
03-22 12:40,24,20
03-22 12:50,25,20
03-22 13:00,23,20
03-22 13:10,22,19
03-22 13:20,22,20
03-22 13:30,21,20
03-22 13:40,23,20
03-22 13:50,22,21
03-22 14:00,21,19
03-22 14:10,22,20
03-22 14:20,19,21
03-22 14:30,20,20
03-22 14:40,20,20
03-22 14:50,19,21
03-22 15:00,19,20
03-22 15:10,20,21
03-22 15:20,19,20
03-22 15:30,19,20
03-22 15:40,18,21
03-22 15:50,20,19
03-22 16:00,19,21
03-22 16:10,19,21
03-22 16:20,19,20
03-22 16:30,18,21
03-22 16:40,17,21
03-22 16:50,17,21
03-22 17:00,18,21
03-22 17:10,17,21
03-22 17:20,16,21
03-22 17:30,15,21
03-22 17:40,14,21
03-22 17:50,15,21
03-22 18:00,16,21
03-22 18:10,16,24
03-22 18:20,15,22
03-22 18:30,16,22
03-22 18:40,15,22
03-22 18:50,15,22
03-22 19:00,14,23
03-22 19:10,13,22
03-22 19:20,15,23
03-22 19:30,12,24
03-22 19:40,14,24
03-22 19:50,14,22
03-22 20:00,13,26
03-22 20:10,12,23
03-22 20:20,15,23
03-22 20:30,15,24
03-22 20:40,12,25
03-22 20:50,13,23
03-22 21:00,13,23
03-22 21:10,13,25
03-22 21:20,12,27
03-22 21:30,11,24
03-22 21:40,11,24
03-22 21:50,11,22
03-22 22:00,10,23
03-22 22:10,12,23
03-22 22:20,10,24
03-22 22:30,12,23
03-22 22:40,12,23
03-22 22:50,11,23
03-22 23:00,11,22
03-22 23:10,10,24
03-22 23:20,12,22
03-22 23:30,9,24
03-22 23:40,11,23
03-22 23:50,11,23
03-23 00:00,10,22
03-23 00:10,10,21
03-23 00:20,10,21
03-23 00:30,9,21
03-23 00:40,9,21
03-23 00:51,9,21
03-23 01:01,11,23
03-23 01:11,8,21
03-23 01:21,10,24
03-23 01:31,7,22
03-23 01:41,7,21
03-23 01:51,9,21
03-23 02:01,9,21
03-23 02:11,8,23
03-23 02:21,8,22
03-23 02:31,8,23
03-23 02:41,8,22
03-23 02:51,9,20
03-23 03:01,9,23
03-23 03:11,9,21
03-23 03:21,8,26
03-23 03:31,10,24
03-23 03:41,8,23
03-23 03:51,10,21
03-23 04:01,7,22
03-23 04:11,7,23
03-23 04:21,7,25
03-23 04:31,8,25
03-23 04:41,6,22
03-23 04:51,8,23
03-23 05:01,8,22
03-23 05:11,8,22
03-23 05:21,5,25
03-23 05:31,7,21
03-23 05:41,7,23
03-23 05:51,7,22
03-23 06:01,7,22
03-23 06:11,7,22
03-23 06:21,7,24
03-23 06:31,7,24
03-23 06:41,7,24
03-23 06:51,8,24
03-23 07:01,8,23
03-23 07:11,7,26
03-23 07:21,8,27
03-23 07:31,9,27
03-23 07:41,11,28
03-23 07:51,11,29
03-23 08:01,13,28
03-23 08:11,14,26
03-23 08:21,12,25
03-23 08:31,15,27
03-23 08:41,15,24
03-23 08:51,18,24
03-23 09:01,17,24
03-23 09:11,18,25
03-23 09:21,18,23
03-23 09:31,19,23
03-23 09:41,20,25
03-23 09:51,19,24
03-23 10:01,22,22
03-23 10:11,22,23
03-23 10:21,22,22
03-23 10:31,22,22
03-23 10:41,24,22
03-23 10:51,24,21
03-23 11:01,24,19
03-23 11:11,22,21
03-23 11:21,23,21
03-23 11:31,22,20
03-23 11:41,22,20
03-23 11:51,24,20
03-23 12:00,21,21
03-23 12:10,21,20
03-23 12:20,22,20
03-23 12:30,22,20
03-23 12:40,21,21
03-23 12:50,21,21
03-23 13:00,21,21
03-23 13:10,20,21
03-23 13:20,20,21
03-23 13:30,20,21
03-23 13:40,18,21
03-23 13:50,19,20
03-23 14:00,17,22
03-23 14:10,18,23
03-23 14:20,19,22
03-23 14:30,17,22
03-23 14:40,16,22
03-23 14:50,17,21
03-23 15:00,18,21
03-23 15:10,17,22
03-23 15:20,16,21
03-23 15:30,18,22
03-23 15:40,16,22
03-23 15:50,16,21
03-23 16:00,15,24
03-23 16:10,16,24
03-23 16:20,16,24
03-23 16:30,14,23
03-23 16:40,14,22
03-23 16:50,14,24
03-23 17:00,15,24
03-23 17:10,15,23
03-23 17:20,13,23
03-23 17:30,14,24
03-23 17:40,12,23
03-23 17:50,14,23
03-23 18:00,11,22
03-23 18:10,13,21
03-23 18:20,13,22
03-23 18:30,12,21
03-23 18:40,12,23
03-23 18:50,14,21
03-23 19:00,11,23
03-23 19:10,11,22
03-23 19:20,12,21
03-23 19:30,12,22
03-23 19:40,11,21
03-23 19:50,11,22
03-23 20:00,11,21
03-23 20:10,12,22
03-23 20:20,11,24
03-23 20:30,11,20
03-23 20:40,11,21
03-23 20:50,10,21
03-23 21:00,10,21
03-23 21:10,11,22
03-23 21:20,9,22
03-23 21:30,8,22
03-23 21:40,10,21
03-23 21:50,8,22
03-23 22:00,10,22
03-23 22:10,10,23
03-23 22:20,9,22
03-23 22:30,9,23
03-23 22:40,9,25
03-23 22:50,8,24
03-23 23:00,9,22
03-23 23:10,8,23
03-23 23:20,10,22
03-23 23:30,10,23
03-23 23:40,10,23
03-23 23:50,9,25
03-24 00:00,9,26
03-24 00:10,9,25
03-24 00:20,8,26
03-24 00:30,8,26
03-24 00:40,8,25
03-24 00:50,7,26
03-24 01:00,7,26
03-24 01:10,7,24
03-24 01:20,7,24
03-24 01:30,9,24
03-24 01:40,7,23
03-24 01:50,7,24
03-24 02:00,8,22
03-24 02:11,8,23
03-24 02:21,8,22
03-24 02:31,7,22
03-24 02:41,7,22
03-24 02:51,7,23
03-24 03:01,7,25
03-24 03:11,6,23
03-24 03:21,7,23
03-24 03:31,6,23
03-24 03:41,6,22
03-24 03:51,6,23
03-24 04:01,5,24
03-24 04:11,5,23
03-24 04:21,7,26
03-24 04:31,6,24
03-24 04:41,7,24
03-24 04:51,4,25
03-24 05:01,4,23
03-24 05:11,6,27
03-24 05:21,6,25
03-24 05:31,6,26
03-24 05:41,7,24
03-24 05:51,5,23
03-24 06:01,6,24
03-24 06:11,6,23
03-24 06:21,5,25
03-24 06:31,5,26
03-24 06:41,5,27
03-24 06:51,6,27
03-24 07:01,6,27
03-24 07:11,6,27
03-24 07:21,7,27
03-24 07:31,9,28
03-24 07:41,9,28
03-24 07:51,12,29
03-24 08:01,12,26
03-24 08:11,14,26
03-24 08:21,12,25
03-24 08:31,15,25
03-24 08:41,16,24
03-24 08:51,17,24
03-24 09:01,19,26
03-24 09:11,18,25
03-24 09:21,20,24
03-24 09:31,20,25
03-24 09:41,21,25
03-24 09:51,21,23
03-24 10:01,20,23
03-24 10:11,20,23
03-24 10:21,21,24
03-24 10:31,21,21
03-24 10:41,21,21
03-24 10:51,20,21
03-24 11:01,20,21
03-24 11:11,20,20
03-24 11:21,21,21
03-24 11:31,20,21
03-24 11:41,17,21
03-24 11:51,19,21
03-24 12:00,18,22
03-24 12:10,19,21
03-24 12:20,18,21
03-24 12:30,20,21
03-24 12:40,21,21
03-24 12:50,18,21
03-24 13:00,20,21
03-24 13:10,19,21
03-24 13:20,18,21
03-24 13:30,17,20
03-24 13:40,17,21
03-24 13:50,18,21
03-24 14:00,17,20
03-24 14:10,17,21
03-24 14:20,17,21
03-24 14:30,17,21
03-24 14:40,17,21
03-24 14:50,17,21
03-24 15:00,17,21
03-24 15:10,17,21
03-24 15:20,16,21
03-24 15:30,16,20
03-24 15:40,16,24
03-24 15:50,17,22
03-24 16:00,13,22
03-24 16:10,17,21
03-24 16:20,16,21
03-24 16:30,15,21
03-24 16:40,15,21
03-24 16:50,15,21
03-24 17:00,15,24
03-24 17:10,15,22
03-24 17:20,14,21
03-24 17:30,14,24
03-24 17:40,16,22
03-24 17:50,15,22
03-24 18:00,15,23
03-24 18:10,14,23
03-24 18:20,13,22
03-24 18:30,13,21
03-24 18:40,14,25
03-24 18:50,12,22
03-24 19:00,13,22
03-24 19:10,13,24
03-24 19:20,12,24
03-24 19:30,12,22
03-24 19:40,12,23
03-24 19:50,11,22
03-24 20:00,12,22
03-24 20:10,12,22
03-24 20:20,9,22
03-24 20:30,9,22
03-24 20:40,10,22
03-24 20:50,10,23
03-24 21:00,10,23
03-24 21:10,9,21
03-24 21:20,9,22
03-24 21:30,10,22
03-24 21:40,10,22
03-24 21:50,10,21
03-24 22:00,9,21
03-24 22:10,9,22
03-24 22:20,8,21
03-24 22:30,10,23
03-24 22:40,10,24
03-24 22:50,9,23
03-24 23:00,9,22
03-24 23:10,9,27
03-24 23:20,8,24
03-24 23:30,8,21
03-24 23:40,8,24
03-24 23:50,9,23
03-25 00:00,7,22
03-25 00:10,8,24
03-25 00:20,7,24
03-25 00:30,7,23
03-25 00:40,9,24
03-25 00:50,9,24
03-25 01:00,9,21
03-25 01:10,9,24
03-25 01:20,9,23
03-25 01:31,9,24
03-25 01:41,8,26
03-25 01:51,8,24
03-25 02:01,8,24
03-25 02:11,8,23
03-25 02:21,8,23
03-25 02:31,6,27
03-25 02:41,8,22
03-25 02:51,8,23
03-25 03:01,8,22
03-25 03:11,9,23
03-25 03:21,8,22
03-25 03:31,9,22
03-25 03:41,8,23
03-25 03:51,9,21
03-25 04:01,7,23
03-25 04:11,9,21
03-25 04:21,8,25
03-25 04:31,8,22
03-25 04:41,8,21
03-25 04:51,8,24
03-25 05:01,8,21
03-25 05:11,8,23
03-25 05:21,6,23
03-25 05:31,8,24
03-25 05:41,8,25
03-25 05:51,8,25
03-25 06:01,8,23
03-25 06:11,8,20
03-25 06:21,8,21
03-25 06:31,8,23
03-25 06:41,8,24
03-25 06:51,8,22
03-25 07:01,9,25
03-25 07:11,9,22
03-25 07:21,10,23
03-25 07:31,11,21
03-25 07:41,9,24
03-25 07:51,9,24
03-25 08:01,8,23
03-25 08:11,8,23
03-25 08:21,9,21
03-25 08:31,10,25
03-25 08:41,13,22
03-25 08:51,12,23
03-25 09:01,14,22
03-25 09:11,15,22
03-25 09:21,15,23
03-25 09:31,16,22
03-25 09:41,18,24
03-25 09:51,18,22
03-25 10:01,19,22
03-25 10:11,21,25
03-25 10:21,18,22
03-25 10:31,20,21
03-25 10:41,19,21
03-25 10:51,19,21
03-25 11:01,20,20
03-25 11:11,19,21
03-25 11:21,22,20
03-25 11:31,22,22
03-25 11:41,24,21
03-25 11:51,25,21
03-25 12:00,22,21
03-25 12:10,24,21
03-25 12:20,24,20
03-25 12:30,24,23
03-25 12:40,24,20
03-25 12:50,24,21
03-25 13:00,25,21
03-25 13:10,25,21
03-25 13:20,26,21
03-25 13:30,26,20
03-25 13:40,25,20
03-25 13:50,23,20
03-25 14:01,25,20
03-25 14:11,25,20
03-25 14:21,24,20
03-25 14:31,23,20
03-25 14:41,23,20
03-25 14:51,23,22
03-25 15:01,22,17
03-25 15:11,22,20
03-25 15:21,23,20
03-25 15:31,22,20
03-25 15:41,21,20
03-25 15:51,20,20
03-25 16:01,22,20
03-25 16:11,21,20
03-25 16:21,20,20
03-25 16:31,19,20
03-25 16:41,18,20
03-25 16:51,18,20
03-25 17:01,19,20
03-25 17:11,20,19
03-25 17:21,18,22
03-25 17:31,19,20
03-25 17:41,18,20
03-25 17:51,17,21
03-25 18:01,16,18
03-25 18:11,18,20
03-25 18:21,16,20
03-25 18:31,16,18
03-25 18:41,15,20
03-25 18:51,16,20
03-25 19:01,17,19
03-25 19:11,16,21
03-25 19:21,15,19
03-25 19:31,16,22
03-25 19:41,17,20
03-25 19:51,15,20
03-25 20:01,15,20
03-25 20:11,14,20
03-25 20:21,13,22
03-25 20:31,14,21
03-25 20:41,14,21
03-25 20:51,13,22
03-25 21:01,12,22
03-25 21:11,14,21
03-25 21:21,13,21
03-25 21:31,13,20
03-25 21:41,12,22
03-25 21:51,11,21
03-25 22:01,11,20
03-25 22:11,10,21
03-25 22:21,10,20
03-25 22:31,12,21
03-25 22:41,9,22
03-25 22:51,11,21
03-25 23:01,11,21
03-25 23:11,10,22
03-25 23:21,10,22
03-25 23:31,8,22
03-25 23:41,9,21
03-25 23:51,10,22
03-26 00:01,11,21
03-26 00:11,9,22
03-26 00:21,8,22
03-26 00:31,8,21
03-26 00:41,10,22
03-26 00:51,10,21
03-26 02:01,9,21
03-26 02:11,9,23
03-26 02:21,9,21
03-26 02:31,9,23
03-26 02:41,8,23
03-26 02:51,8,22
03-26 03:01,10,23
03-26 03:11,7,22
03-26 03:21,9,22
03-26 03:31,8,22
03-26 03:41,8,21
03-26 03:51,8,21
03-26 04:01,11,22
03-26 04:11,8,20
03-26 04:21,8,21
03-26 04:31,8,22
03-26 04:41,7,23
03-26 04:51,9,23
03-26 05:01,9,22
03-26 05:11,9,23
03-26 05:21,9,21
03-26 05:31,9,21
03-26 05:41,9,21
03-26 05:51,6,21
03-26 06:01,6,23
03-26 06:11,8,22
03-26 06:21,8,25
03-26 06:31,7,24
03-26 06:41,7,24
03-26 06:51,9,24
03-26 07:01,7,24
03-26 07:11,6,24
03-26 07:21,6,25
03-26 07:31,6,23
03-26 07:41,6,24
03-26 07:51,7,24
03-26 08:01,6,26
03-26 08:11,8,24
03-26 08:21,6,24
03-26 08:31,7,24
03-26 08:41,7,23
03-26 08:51,10,23
03-26 09:01,9,23
03-26 09:11,8,22
03-26 09:21,8,25
03-26 09:31,8,25
03-26 09:41,7,23
03-26 09:51,10,24
03-26 10:01,9,22
03-26 10:11,10,24
03-26 10:21,9,22
03-26 10:31,11,20
03-26 10:41,11,22
03-26 10:51,12,22
03-26 11:01,12,25
03-26 11:11,12,22
03-26 11:21,11,23
03-26 11:22,12,23
03-26 11:32,12,21
03-26 11:42,13,21
03-26 11:52,11,22
03-26 12:00,11,22
03-26 12:10,13,21
03-26 12:20,13,25
03-26 12:30,13,22
03-26 12:40,14,22
03-26 12:50,13,24
03-26 13:00,13,23
03-26 13:10,14,22
03-26 13:20,14,22
03-26 13:30,14,24
03-26 13:40,13,25
03-26 13:50,14,22
03-26 14:00,13,23
03-26 14:10,13,24
03-26 14:20,13,22
03-26 14:30,13,22
03-26 14:40,14,25
03-26 14:50,14,23
03-26 15:00,13,22
03-26 15:10,14,24
03-26 15:20,14,23
03-26 15:30,14,22
03-26 15:40,14,20
03-26 15:50,15,24
03-26 16:00,14,25
03-26 16:10,15,22
03-26 16:20,14,23
03-26 16:30,14,23
03-26 16:40,14,22
03-26 16:50,13,20
03-26 17:00,13,24
03-26 17:10,13,24
03-26 17:15,11,25
03-26 17:25,14,24
03-26 17:35,13,22
03-26 17:45,13,23
03-26 17:55,11,23
03-26 18:05,13,22
03-26 18:15,13,21
03-26 18:25,12,24
03-26 18:35,12,21
03-26 18:45,12,22
03-26 18:55,11,23
03-26 19:05,10,24
03-26 19:15,11,24
03-26 19:25,12,22
03-26 19:35,11,21
03-26 19:45,11,21
03-26 19:55,8,22
03-26 20:05,11,20
03-26 20:15,10,22
03-26 20:25,9,21
03-26 20:35,8,22
03-26 20:45,7,21
03-26 20:55,9,20
03-26 21:05,8,21
03-26 21:15,8,20
03-26 21:25,10,21
03-26 21:35,7,21
03-26 21:45,9,22
03-26 21:55,9,21
03-26 22:05,6,20
03-26 22:15,8,22
03-26 22:25,8,20
03-26 22:35,8,21
03-26 22:45,8,20
03-26 22:55,8,22
03-26 23:05,8,21
03-26 23:15,8,21
03-26 23:25,8,22
03-26 23:35,7,21
03-26 23:45,7,23
03-26 23:55,7,23
03-27 00:05,7,22
03-27 00:15,9,22
03-27 00:25,8,19
03-27 00:35,6,23
03-27 00:45,6,22
03-27 00:55,8,22
03-27 01:05,8,23
03-27 01:15,8,21
03-27 01:25,8,20
03-27 01:35,6,21
03-27 01:45,8,21
03-27 01:55,7,21
03-27 02:05,7,22
03-27 02:15,7,22
03-27 02:25,7,21
03-27 02:35,7,23
03-27 02:45,7,21
03-27 02:55,7,21
03-27 03:05,7,21
03-27 03:15,6,23
03-27 03:25,6,23
03-27 03:35,6,21
03-27 03:45,6,23
03-27 03:55,6,22
03-27 04:05,6,23
03-27 04:15,6,23
03-27 04:25,5,22
03-27 04:35,5,24
03-27 04:45,6,22
03-27 04:55,6,24
03-27 05:05,6,24
03-27 05:15,6,25
03-27 05:25,6,24
03-27 05:35,6,23
03-27 05:45,5,24
03-27 05:55,5,25
03-27 06:05,5,21
03-27 06:15,5,24
03-27 06:25,5,24
03-27 06:35,4,24
03-27 06:45,4,24
03-27 06:55,5,24
03-27 07:05,6,24
03-27 07:15,4,23
03-27 07:25,4,24
03-27 07:35,4,24
03-27 07:45,3,26
03-27 07:55,3,24
03-27 08:05,6,24
03-27 08:15,4,26
03-27 08:25,6,25
03-27 08:35,5,25
03-27 08:45,5,25
03-27 08:55,6,23
03-27 09:05,7,24
03-27 09:15,6,26
03-27 09:25,9,26
03-27 09:35,12,24
03-27 09:45,13,24
03-27 09:55,13,23
03-27 10:05,14,22
03-27 10:15,15,23
03-27 10:25,16,24
03-27 10:35,19,22
03-27 10:45,18,21
03-27 10:55,21,23
03-27 11:05,20,22
03-27 11:15,23,21
03-27 11:25,22,22
03-27 11:35,24,22
03-27 11:45,24,21
03-27 11:55,25,21
03-27 12:00,24,20
03-27 12:10,25,18
03-27 12:20,24,21
03-27 12:30,23,19
03-27 12:40,24,19
03-27 12:50,23,20
03-27 13:00,24,19
03-27 13:10,25,20
03-27 13:20,25,19
03-27 13:30,27,21
03-27 13:40,28,20
03-27 13:51,27,20
03-27 14:01,27,20
03-27 14:11,27,20
03-27 14:21,26,20
03-27 14:31,24,20
03-27 14:41,25,19
03-27 14:51,24,17
03-27 15:01,26,19
03-27 15:11,26,18
03-27 15:21,25,20
03-27 15:31,24,21
03-27 15:41,23,20
03-27 15:51,23,20
03-27 16:01,24,20
03-27 16:11,23,21
03-27 16:21,24,20
03-27 16:31,21,20
03-27 16:41,22,19
03-27 16:51,20,19
03-27 17:01,21,20
03-27 17:11,21,20
03-27 17:21,20,20
03-27 17:32,21,20
03-27 17:42,20,20
03-27 17:52,19,20
03-27 18:02,18,20
03-27 18:12,19,19
03-27 18:22,18,20
03-27 18:32,19,20
03-27 18:43,18,20
03-27 18:53,17,20
03-27 19:03,16,20
03-27 19:13,17,20
03-27 19:23,16,20
03-27 19:33,17,22
03-27 19:43,16,21
03-27 19:54,17,21
03-27 20:04,14,22
03-27 20:14,15,21
03-27 20:24,14,21
03-27 20:34,13,22
03-27 20:44,12,21
03-27 20:55,14,22
03-27 21:05,13,21
03-27 21:15,12,21
03-27 21:25,11,21
